cluster,size,seed,annotation_preliminary,type_info,tree_name,annotation
3578,6,ACD43609.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 5, Unknown: 1",I-Eukaryotes/Unknown.88,I-CD2
3579,1,WP_099212182.1,Unknown,,Unknown.368,III
3580,1,WP_089728739.1,IV-NG1,,IV-NG1.27,IV-NG1
3581,1,NVM02905.1,IV-Ykr-2,,IV-Ykr-2.86,IV-Ykr-2
3582,1,WP_015049613.1,IV-Ykr-2,,IV-Ykr-2.33,IV-Ykr-2
3583,1,HAE62119.1,IV-Ykr-2,,IV-Ykr-2.54,IV-Ykr-2
3584,1,OLS23198.1,Unknown,,Unknown.127,III
3585,2,HDH09363.1,IV-Ykr-2,,IV-Ykr-2.19,IV-Ykr-2
3586,1,HGD21398.1,Unknown,,Unknown.652,II-III
3587,2,TARA_037.SAMEA2619974.600.0.1-0.22_5186_4,Unknown,,Unknown.1073,III
3588,1,WP_120676836.1,IV-NG2,,IV-NG2.18,IV-NG2
3589,1,WP_013866882.1,Unknown,,Unknown.375,III
3590,1,WP_180154259.1,IV-Non-photo,,IV-Non-photo.153,IV-NonPhoto
3591,1,WP_132672229.1,IV-NG3,,IV-NG3.16,IV-NG2
3592,1,WP_163501922.1,IV-Non-photo,,IV-Non-photo.105,IV-NonPhoto
3593,2,AAS13416.1,Unknown,,Unknown.692,I-CD2
3594,1,WP_060737617.1,IV-Non-photo,,IV-Non-photo.146,IV-NonPhoto
3595,1,WP_100346025.1,IV-NG2,,IV-NG2.19,IV-NG2
3596,1,WP_049620396.1,IV-Ykr-2,,IV-Ykr-2.209,IV-Ykr-2
3597,1,WP_014461076.1,IV-Ykr,,IV-Ykr.7,IV-Ykr
3598,1,VDD88963.1,III,,III.16,III
3599,1,PIR20953.1,IV-Photo,,IV-Photo.107,IV-Photo
3600,1,NMD08470.1,IV-Non-photo,,IV-Non-photo.763,IV-NonPhoto
3601,1,VDS11200.1,III,,III.141,III
3602,1,WP_192533091.1,IV-DeepYkr,,IV-DeepYkr.303,IV-Deep-Ykr
3603,1,WP_026607318.1,IV-DeepYkr,,IV-DeepYkr.245,IV-Deep-Ykr
3604,2,CDF56921.1,I-A,,I-A.100,I-A
3605,2,AAA84064.1,I-Eukaryotes,,I-Eukaryotes.56,I-CD1
3606,1,MBC8434936.1,Unknown,,Unknown.644,II-III
3607,2,VDS11203.1,II-III,,II-III.6,II-III
3608,1,WP_029007892.1,I-A,,I-A.25,I-A
3609,2,PCH62093.1,I-A,,I-A.56,I-A
3610,1,WP_092996737.1,Unknown,,Unknown.886,II
3611,1,BAC77210.1,Unknown,,Unknown.637,I-CD2
3612,2,GS2017_S,I-Banda,,I-Banda.20,I-Banda
3613,1,HIH14436.1,Unknown,,Unknown.274,III
3614,1,VDD89261.1,Unknown,,Unknown.472,III
3615,1,WP_067756147.1,IV-Non-photo,,IV-Non-photo.606,IV-NonPhoto
3616,2,ACH90376.1,I-Eukaryotes,,I-Eukaryotes.43,I-CD2
3617,2,HGV68769.1,Unknown,,Unknown.262,III
3618,1,EMS72223.1,IV-Ykr-2,,IV-Ykr-2.162,IV-Ykr-2
3619,1,VVB54808.1,Unknown,,Unknown.336,III
3620,1,WP_172361247.1,Unknown,,Unknown.245,III
3621,1,WP_169258778.1,IV-Non-photo,,IV-Non-photo.172,IV-NonPhoto
3622,1,VDD88761.1,III,,III.71,III
3623,1,ACF48414.1,Unknown,,Unknown.636,I-CD1
3624,1,BBK43450.1,IV-Non-photo,,IV-Non-photo.761,IV-NonPhoto
3625,1,NMM43692.1,IV-Non-photo,,IV-Non-photo.379,IV-NonPhoto
3626,1,WP_111090721.1,IV-NG2,,IV-NG2.37,IV-NG2
3627,1,VDD89101.1,III,,III.91,III
3628,1,WP_118185182.1,IV-Non-photo,,IV-Non-photo.166,IV-NonPhoto
3629,1,VDD88860.1,III,,III.50,III
3630,1,WP_109940899.1,Unknown,,Unknown.517,IV-NG3
3631,1,PHU30799.1,Unknown,,Unknown.757,I-CD1
3632,1,WP_013458805.1,IV-DeepYkr,,IV-DeepYkr.172,IV-Deep-Ykr
3633,1,WP_108485138.1,IV-DeepYkr,,IV-DeepYkr.417,IV-Deep-Ykr
3634,1,WP_133358751.1,IV-DeepYkr,,IV-DeepYkr.455,IV-Deep-Ykr
3635,1,ABL61383.1,Unknown,,Unknown.697,I-CD1
3636,3,AAL56951.1,I-Eukaryotes,,I-Eukaryotes.22,I-CD1
3637,1,VDD88888.1,III,,III.150,III
3638,1,VDD88878.1,III,,III.197,III
3639,2,ACX49086.2,I-A,,I-A.101,I-A
3640,1,PHT34507.1,I-Eukaryotes,,I-Eukaryotes.96,I-CD1
3641,1,VVB79217.1,Unknown,,Unknown.595,II-III
3642,2,ABA56859_Nitrosococcus_oceani_ATCC_19707_ID,I-CD,,I-CD.183,I-CD2
3643,2,ACD43508.1,I-Eukaryotes/Unknown,"Unknown: 1, I-Eukaryotes: 1",I-Eukaryotes/Unknown.170,I-CD2
3644,1,WP_100237092.1,I-CD,,I-CD.13,I-CD2
3645,1,VDD88671.1,III,,III.94,III
3646,2,OGA74752.1,I-CD,,I-CD.159,I-CD2
3647,2,QKK10607.1,I-A,,I-A.19,I-A
3648,135,AAL26177.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 110, Unknown: 25",I-Eukaryotes/Unknown.31,I-CD1
3649,1,HED15099.1,Unknown,,Unknown.836,II
3650,1,NLD25125.1,Unknown,,Unknown.650,II-III
3651,1,NLN47978.1,IV-Ykr-2,,IV-Ykr-2.172,IV-Ykr-2
3652,1,HHT71879.1,IV-Ykr-2,,IV-Ykr-2.30,IV-Ykr-2
3653,1,HHY14998.1,IV-Ykr-2,,IV-Ykr-2.56,IV-Ykr-2
3654,1,NTW72243.1,IV-Ykr-2,,IV-Ykr-2.60,IV-Ykr-2
3655,1,NEX15463.1,IV-Photo,,IV-Photo.47,IV-Photo
3656,1,WP_054211708.1,IV-Non-photo,,IV-Non-photo.766,IV-NonPhoto
3657,1,NQD91538.1,IV-Non-photo,,IV-Non-photo.143,IV-NonPhoto
3658,1,WP_073051662.1,IV-Non-photo,,IV-Non-photo.224,IV-NonPhoto
3659,1,HCA85972.1,IV-NG3,,IV-NG3.11,IV-NG2
3660,1,WP_041059238.1,IV-NG1,,IV-NG1.3,IV-NG1
3661,1,TARA_125.SAMEA2622842.140.0.22-0.45_398106_4,IV-GOS_Global,,IV-GOS_Global.14,IV-GOS
3662,1,WP_009566104.1,IV-Non-photo,,IV-Non-photo.710,IV-NonPhoto
3663,1,QPC42817.1,IV-Non-photo,,IV-Non-photo.92,IV-NonPhoto
3664,1,HGG68638.1,Unknown,,Unknown.431,Unknown
3665,1,WP_046444616.1,IV-Ykr-2,,IV-Ykr-2.168,Unknown
3666,1,MQY83333.1,Unknown,,Unknown.105,III
3667,1,VDD89223.1,III,,III.12,III
3668,1,RLI97578.1,Unknown,,Unknown.440,III
3669,1,NYT06177.1,Unknown,,Unknown.535,IV-NG3
3670,1,TARA_132.SAMEA2623059.5.0.22-3_2108997_9,IV-GOS_Global,,IV-GOS_Global.87,IV-GOS
3671,1,WP_111347856.1,IV-Non-photo,,IV-Non-photo.677,IV-NonPhoto
3672,1,WP_058553465.1,IV-DeepYkr,,IV-DeepYkr.81,IV-Deep-Ykr
3673,1,HAP40841.1,IV-DeepYkr,,IV-DeepYkr.364,IV-Deep-Ykr
3674,1,WP_115310975.1,IV-DeepYkr,,IV-DeepYkr.271,IV-Deep-Ykr
3675,1,NJO17902.1,IV-DeepYkr,,IV-DeepYkr.180,IV-Deep-Ykr
3676,1,WP_051084211.1,I-CD,,I-CD.85,I-CD2
3677,1,MBA2691377.1,I-Unclassified,,I-Unclassified.18,I-CD2
3678,1,RQD81613.1,Unknown,,Unknown.658,II-III
3679,1,WP_132545138.1,Unknown,,Unknown.792,II
3680,1,RBG_13_OP11_45_10_RBG_13_scaffold_565_32,Unknown,,Unknown.24,III
3681,1,MBA3903496.1,Unknown,,Unknown.910,II
3682,1,WP_008614340.1,Unknown,,Unknown.783,II
3683,4,Montesol18_Sp65_scaffold_212419_1|Montesol18_Sp65_UNK|Montesol18_Sp65_QB3_190301,I-Banda,,I-Banda.10,I-Banda
3684,1,WP_012965998.1,Unknown,,Unknown.365,III
3685,21,AAC35084.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 20, Unknown: 1",I-Eukaryotes/Unknown.55,I-CD1
3686,1,HGM80185.1,Unknown,,Unknown.402,III
3687,1,WP_117603172.1,IV-Ykr-2,,IV-Ykr-2.34,IV-Ykr-2
3688,4,RBG_19FT_COMBO_CP_54_7_rbg_19ft_combo_scaffold_12648_10,IV-Ykr-2,,IV-Ykr-2.4,IV-Ykr-2
3689,1,TLU87840.1,IV-Photo,,IV-Photo.35,IV-Photo
3690,1,HGC57086.1,Unknown,,Unknown.36,III
3691,1,WP_059228122.1,IV-Non-photo,,IV-Non-photo.23,IV-NonPhoto
3692,3,TARA_037.SAMEA2619974.600.0.1-0.22_28251_2,Unknown,,Unknown.1055,III
3693,1,RLG12276.1,Unknown,,Unknown.309,III
3694,1,WP_188518022.1,IV-Non-photo,,IV-Non-photo.302,IV-NonPhoto
3695,1,WP_185662450.1,IV-Non-photo,,IV-Non-photo.211,IV-NonPhoto
3696,1,RBG_16_Chloroflexi_54_18_RBG_16_scaffold_1503_37,IV-Ykr-2,,IV-Ykr-2.11,IV-Ykr-2
3697,1,WP_062226830.1,IV-Non-photo,,IV-Non-photo.683,IV-NonPhoto
3698,1,OYV73026.1,I-A,,I-A.48,I-A
3699,1,AEJ40699.1,IV-Ykr,,IV-Ykr.22,IV-Ykr
3700,1,WP_018629951.1,IV-Non-photo,,IV-Non-photo.207,IV-NonPhoto
3701,1,HDQ08127.1,Unknown,,Unknown.553,IV-NG3
3702,1,KAF3622088.1,I-Eukaryotes,,I-Eukaryotes.114,I-CD1
3703,1,NLD40919.1,IV-DeepYkr,,IV-DeepYkr.308,IV-Deep-Ykr
3704,1,AAG00347.1,Unknown,,Unknown.686,I-CD2
3705,1,HHM20883.1,I-CD,,I-CD.11,I-CD2
3706,1,WP_116707191.1,I-E,,I-E.15,I-CD2
3707,1,WP_012784207.1,I-A,,I-A.55,I-A
3708,2,WP_014028655.1,Unknown,,Unknown.951,II
3709,1,WP_045226995.1,Unknown,,Unknown.845,II
3710,1,MBF0278706.1,Unknown,,Unknown.962,II
3711,3,AFJ96697.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 2, Unknown: 1",I-Eukaryotes/Unknown.113,I-CD1
3712,1,VDD88754.1,III,,III.32,III
3713,1,WP_094083188.1,IV-Photo,,IV-Photo.21,IV-Photo
3714,1,NOX71968.1,Unknown,,Unknown.261,III
3715,1,VDD88880.1,III,,III.95,III
3716,1,MBC7392480.1,IV-Non-photo,,IV-Non-photo.425,IV-NonPhoto
3717,1,VDD88980.1,III,,III.120,III
3718,1,WP_161137375.1,IV-Non-photo,,IV-Non-photo.376,IV-NonPhoto
3719,1,WP_027320869.1,IV-NG1,,IV-NG1.18,IV-NG1
3720,1,MBE1591852.1,IV-NG2,,IV-NG2.61,IV-NG2
3721,1,WP_143985991.1,IV-NG2,,IV-NG2.47,IV-NG2
3722,1,TRZ55119.1,Unknown,,Unknown.193,III
3723,1,VDD88961.1,III,,III.19,III
3724,1,AAM76992.1,Unknown,,Unknown.716,I-CD2
3725,1,NOQ38348.1,Unknown,,Unknown.161,III
3726,3,TARA_138.SAMEA2623370.60.0.22-3_1331296_18,IV-GOS_Global,,IV-GOS_Global.61,IV-GOS
3727,1,AFY57639.1,IV-Ykr,,IV-Ykr.11,IV-Ykr
3728,3,TARA_046.SAMEA2620384.5.0-0.22_446_39,IV-GOS_Global,,IV-GOS_Global.19,IV-GOS
3729,1,MBA3947676.1,IV-DeepYkr,,IV-DeepYkr.33,IV-Deep-Ykr
3730,1,PWH13205.1,IV-DeepYkr,,IV-DeepYkr.13,IV-Deep-Ykr
3731,1,TARA_141.SAMEA2623446.5.0.22-3_596447_8,IV-GOS_Global,,IV-GOS_Global.99,IV-GOS
3732,1,WP_069042350.1,IV-DeepYkr,,IV-DeepYkr.211,IV-Deep-Ykr
3733,1,WP_163139343.1,IV-DeepYkr,,IV-DeepYkr.391,IV-Deep-Ykr
3734,1,HGV62305.1,IV-Non-photo,,IV-Non-photo.760,IV-NonPhoto
3735,1,RBG_13_Archaea_46_16b_RBG_13_scaffold_4070_13,Unknown,,Unknown.16,III
3736,1,VDD88971.1,III,,III.220,III
3737,1,KJR41047.1,IV-DeepYkr,,IV-DeepYkr.69,IV-Deep-Ykr
3738,1,YP_009773639.1,I-Eukaryotes,,I-Eukaryotes.16,I-CD1
3739,1,WP_020114883.1,I-E,,I-E.3,I-CD2
3740,2,QOH25810.1,I-Eukaryotes,,I-Eukaryotes.32,I-CD1
3741,1,NPA38258.1,Unknown,,Unknown.551,III
3742,1,VDD88659.1,III,,III.209,III
3743,1,PKN69283.1,IV-Ykr-2,,IV-Ykr-2.124,IV-Ykr-2
3744,1,HHV58278.1,IV-Ykr-2,,IV-Ykr-2.114,IV-Ykr-2
3745,1,NLU48656.1,IV-Ykr-2,,IV-Ykr-2.66,IV-Ykr-2
3746,1,RZL51963.1,IV-Non-photo,,IV-Non-photo.525,IV-NonPhoto
3747,1,VDD89114.1,III,,III.79,III
3748,1,WP_007039469.1,IV-Photo,,IV-Photo.65,IV-Photo
3749,1,WP_012500248.1,IV-Photo,,IV-Photo.38,IV-Photo
3750,1,WP_026848175.1,IV-Photo,,IV-Photo.50,IV-Photo
3751,1,OPY22161.1,Unknown,,Unknown.498,III
3752,1,NDJ11484.1,IV-Non-photo,,IV-Non-photo.54,IV-NonPhoto
3753,1,WP_088151567.1,IV-Non-photo,,IV-Non-photo.256,IV-NonPhoto
3754,1,WP_165130165.1,IV-NG2,,IV-NG2.24,IV-NG2
3755,1,WP_133867424.1,IV-Non-photo,,IV-Non-photo.268,IV-NonPhoto
3756,1,WP_027135992.1,IV-Non-photo,,IV-Non-photo.705,IV-NonPhoto
3757,1,ASI10395.1,Unknown,,Unknown.736,I-CD1
3758,1,WP_119076514.1,IV-NG2,,IV-NG2.14,IV-NG2
3759,1,WP_068752280.1,IV-NG2,,IV-NG2.10,IV-NG2
3760,1,WP_012749526.1,IV-Ykr,,IV-Ykr.3,IV-Ykr
3761,1,EUA23113.1,I-E,,I-E.54,I-CD2
3762,2,HGA37885.1,Unknown,,Unknown.140,III
3763,1,HDR73632.1,Unknown,,Unknown.546,IV-NG3
3764,1,VDD88990.1,III,,III.138,III
3765,1,NOY55689.1,IV-DeepYkr,,IV-DeepYkr.429,IV-Deep-Ykr
3766,1,TVQ66825.1,IV-DeepYkr,,IV-DeepYkr.166,IV-Deep-Ykr
3767,1,VDD89036.1,III,,III.145,III
3768,1,TARA_102.SAMEA2622219.40.0.22-3_3357975_2,IV-GOS_Global,,IV-GOS_Global.116,IV-GOS
3769,1,RLF31686.1,Unknown,,Unknown.614,IV-NG3
3770,1,NCN86423.1,Unknown,,Unknown.670,II-III
3771,2,WP_121428770.1,I-CD,,I-CD.6,I-CD2
3772,1,NCO86218.1,Unknown,,Unknown.856,II
3773,1,AAL26157.1,Unknown,,Unknown.573,I-CD1
3774,2,AGF69883.1,I-Eukaryotes,,I-Eukaryotes.63,I-CD1
3775,1,HFQ78370.1,Unknown,,Unknown.378,III
3776,1,AAQ55165.1,Unknown,,Unknown.673,I-CD2
3777,1,WP_081709928.1,IV-NG2,,IV-NG2.49,IV-NG2
3778,1,OTF84280.1,I-Eukaryotes,,I-Eukaryotes.87,I-CD1
3779,2,NLW44259.1,IV-Ykr-2,,IV-Ykr-2.43,IV-Ykr-2
3780,2,MSS74178.1,III/Unknown,"Unknown: 1, III: 1",III/Unknown.7,III
3781,1,VVB74081.1,Unknown,,Unknown.442,III
3782,2,TARA_037.SAMEA2619974.600.0.1-0.22_2908_29,Unknown,,Unknown.1056,III
3783,1,RIFCSPLOWO2_02_FULL_Gammaproteobacteria_61_13_rifcsplowo2_02_scaffold_27007_16,IV-Photo,,IV-Photo.6,IV-Photo
3784,1,ABN46962.1,I-Eukaryotes,,I-Eukaryotes.23,I-CD2
3785,1,WP_108398893.1,IV-Non-photo,,IV-Non-photo.795,IV-NonPhoto
3786,1,WP_107828764.1,IV-Non-photo,,IV-Non-photo.291,IV-NonPhoto
3787,1,NOK78988.1,IV-Non-photo,,IV-Non-photo.10,IV-NonPhoto
3788,1,VDD88910.1,III,,III.157,III
3789,1,NMC76503.1,Unknown,,Unknown.663,III
3790,1,PYP20034.1,IV-DeepYkr,,IV-DeepYkr.310,IV-Deep-Ykr
3791,1,TVQ03382.1,IV-DeepYkr,,IV-DeepYkr.173,IV-Deep-Ykr
3792,1,MBC8048713.1,IV-DeepYkr,,IV-DeepYkr.383,IV-Deep-Ykr
3793,1,WP_158932324.1,IV-DeepYkr,,IV-DeepYkr.260,IV-Deep-Ykr
3794,1,ALV83850.1,Unknown,,Unknown.689,I-CD1
3795,1,ONM23708.1,I-Eukaryotes,,I-Eukaryotes.106,I-A
3796,1,WP_096696593.1,I-CD,,I-CD.133,I-CD2
3797,1,NOQ55948.1,Unknown,,Unknown.665,II-III
3798,1,ASD47211.1,Unknown,,Unknown.726,I-CD1
3799,1,WP_011813845.1,I-A,,I-A.14,I-A
3800,1,TMJ97391.1,I-Unclassified,,I-Unclassified.16,Unknown
3801,1,RME08239.1,I-New,,I-New.9,I-NG1
3802,1,KAF7800411.1,I-Eukaryotes,,I-Eukaryotes.82,I-CD1
3803,1,HGU93835.1,Unknown,,Unknown.445,III
3804,1,KAB2843510.1,Unknown,,Unknown.893,II
3805,2,cg1_0.2_scaffold_79725_c_5,Unknown,,Unknown.5,II
3806,1,TVQ67532.1,IV-DeepYkr,,IV-DeepYkr.400,IV-Deep-Ykr
3807,2,HGM84239.1,IV-Ykr-2,,IV-Ykr-2.59,IV-Ykr-2
3808,1,VDS11111.1,III,,III.106,III
3809,1,WP_139664886.1,IV-Non-photo,,IV-Non-photo.86,IV-NonPhoto
3810,1,WP_015669814.1,IV-Non-photo,,IV-Non-photo.466,IV-NonPhoto
3811,1,KPV64794.1,Unknown,,Unknown.510,IV-NG3
3812,1,WP_102654017.1,IV-Non-photo,,IV-Non-photo.570,IV-NonPhoto
3813,1,WP_032364642.1,IV-NG3,,IV-NG3.4,IV-NG2
3814,1,TARA_133.SAMEA2623135.45.0.22-3_1505301_4,IV-Non-photo,,IV-Non-photo.827,IV-NonPhoto
3815,1,EMS54729.1,I-Eukaryotes,,I-Eukaryotes.72,I-CD1
3816,1,WP_057470997.1,IV-Non-photo,,IV-Non-photo.427,IV-NonPhoto
3817,1,VDD88946.1,III,,III.67,III
3818,2,RBG_16_Archaea_36_9_RBG_16_scaffold_36_87,Unknown,,Unknown.15,III
3819,2,OIO15311.1,III/Unknown,"Unknown: 1, III: 1",III/Unknown.18,Unknown
3820,1,RZK38972.1,IV-Non-photo,,IV-Non-photo.482,IV-NonPhoto
3821,1,PKA97742.1,IV-Non-photo,,IV-Non-photo.587,IV-NonPhoto
3822,1,WP_065999547.1,IV-Non-photo,,IV-Non-photo.327,IV-NonPhoto
3823,1,MBC9784127.1,IV-DeepYkr,,IV-DeepYkr.12,IV-Deep-Ykr
3824,1,TKJ46142.1,IV-Ykr-2,,IV-Ykr-2.121,IV-Ykr-2
3825,1,WP_004077508.1,Unknown,,Unknown.524,IV-NG3
3826,1,HIH36942.1,Unknown,,Unknown.477,IV-NG3
3827,1,NMC80470.1,IV-Ykr-2,,IV-Ykr-2.167,IV-Ykr-2
3828,1,VDD89217.1,III,,III.228,III
3829,1,NLF50140.1,IV-DeepYkr,,IV-DeepYkr.28,IV-Deep-Ykr
3830,1,NNN04734.1,IV-DeepYkr,,IV-DeepYkr.269,IV-Deep-Ykr
3831,1,GBD01706.1,IV-DeepYkr,,IV-DeepYkr.156,IV-Deep-Ykr
3832,1,NUN50362.1,IV-Photo,,IV-Photo.117,IV-Photo
3833,1,WP_104510482.1,IV-DeepYkr,,IV-DeepYkr.353,IV-Deep-Ykr
3834,1,WP_141990967.1,IV-DeepYkr,,IV-DeepYkr.371,IV-Deep-Ykr
3835,1,GEU59267.1,Unknown,,Unknown.1011,I-A
3836,2,WP_106820155.1,IV-DeepYkr,,IV-DeepYkr.97,IV-Deep-Ykr
3837,2,VDD89108.1,III,,III.179,Unknown
3838,5,YP_009184776.1,I-Eukaryotes,,I-Eukaryotes.7,I-CD1
3839,1,AAL35667.1,Unknown,,Unknown.642,I-CD1
3840,1,AAQ24825.1,Unknown,,Unknown.999,I-CD1
3841,2,VDS11178.1,II-III,,II-III.9,II-III
3842,4,RIFCSPLOWO2_02_FULL_CP_40_36_rifcsplowo2_02_scaffold_119_44,IV-Photo,,IV-Photo.5,IV-Photo
3843,1,VDD88705.1,IV-Photo,,IV-Photo.100,IV-Photo
3844,1,MSU90322.1,IV-Non-photo,,IV-Non-photo.201,IV-NonPhoto
3845,1,WP_140754871.1,IV-Non-photo,,IV-Non-photo.467,IV-NonPhoto
3846,1,GEV01554.1,Unknown,,Unknown.1010,I-CD1
3847,1,PHT78021.1,I-Eukaryotes,,I-Eukaryotes.24,I-CD1
3848,1,TARA_009.SAMEA2619531.5.0.22-1.6_888824_3,IV-GOS_Global,,IV-GOS_Global.12,IV-GOS
3849,1,WP_086889143.1,Unknown,,Unknown.153,III
3850,1,WP_070365036.1,Unknown,,Unknown.230,III
3851,1,TARA_076.SAMEA2621203.5.0.22-0.45_2184309_5,IV-GOS_Global,,IV-GOS_Global.69,IV-GOS
3852,1,WP_185796031.1,IV-Non-photo,,IV-Non-photo.513,IV-NonPhoto
3853,1,SEP26566.1,Unknown,,Unknown.977,IV-GOS
3854,1,HGB32782.1,Unknown,,Unknown.120,III
3855,1,HEU31633.1,Unknown,,Unknown.715,III
3856,1,NQX79830.1,IV-DeepYkr,,IV-DeepYkr.378,IV-Deep-Ykr
3857,1,WP_102866765.1,IV-DeepYkr,,IV-DeepYkr.94,IV-Deep-Ykr
3858,1,WP_121440645.1,IV-DeepYkr,,IV-DeepYkr.323,IV-Deep-Ykr
3859,1,HGP04801.1,Unknown,,Unknown.770,IV-Unknown
3860,1,PIN88808.1,Unknown,,Unknown.618,II-III
3861,1,VDD88716.1,III,,III.223,III
3862,1,MBC5804615.1,I-Unclassified,,I-Unclassified.15,I-CD2
3863,1,KAE8720947.1,I-Eukaryotes,,I-Eukaryotes.109,I-CD1
3864,1,MBD3351158.1,IV-Ykr-2,,IV-Ykr-2.99,IV-Ykr-2
3865,1,HIF54708.1,Unknown,,Unknown.766,II
3866,1,WP_114296562.1,Unknown,,Unknown.997,IV-GOS
3867,2,GD2017_1,I-Banda,,I-Banda.23,I-Banda
3868,1,HID19299.1,Unknown,,Unknown.326,III
3869,7,AAG44272.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 5, Unknown: 2",I-Eukaryotes/Unknown.66,I-CD1
3870,1,WP_086508862.1,IV-Non-photo,,IV-Non-photo.308,IV-NonPhoto
3871,1,WP_110022330.1,IV-Photo,,IV-Photo.78,IV-Photo
3872,1,WP_102772051.1,IV-Non-photo,,IV-Non-photo.470,IV-NonPhoto
3873,1,WP_172216681.1,IV-Non-photo,,IV-Non-photo.182,IV-NonPhoto
3874,1,WP_105740858.1,IV-Non-photo,,IV-Non-photo.118,IV-NonPhoto
3875,1,WP_116660366.1,IV-Non-photo,,IV-Non-photo.451,IV-NonPhoto
3876,1,QHQ36049.1,IV-Non-photo,,IV-Non-photo.613,IV-NonPhoto
3877,1,WP_093385353.1,IV-Non-photo,,IV-Non-photo.89,IV-NonPhoto
3878,1,WP_046863004.1,IV-Non-photo,,IV-Non-photo.361,IV-NonPhoto
3879,1,NMB48515.1,Unknown,,Unknown.384,Unknown
3880,1,WP_134679589.1,IV-Non-photo,,IV-Non-photo.390,IV-NonPhoto
3881,1,PSP45594.1,Unknown,,Unknown.196,III
3882,1,QIE56686.1,IV-Non-photo,,IV-Non-photo.782,IV-NonPhoto
3883,1,WP_136684208.1,IV-Non-photo,,IV-Non-photo.565,IV-NonPhoto
3884,1,HGI02803.1,Unknown,,Unknown.70,III
3885,1,HBR50750.1,IV-DeepYkr,,IV-DeepYkr.284,IV-Deep-Ykr
3886,1,WP_106572864.1,IV-DeepYkr,,IV-DeepYkr.304,IV-Deep-Ykr
3887,2,TARA_152.SAMEA2623886.5.0.22-3_2580620_19,IV-GOS_Global,,IV-GOS_Global.117,IV-GOS
3888,1,WP_052026957.1,IV-DeepYkr,,IV-DeepYkr.223,IV-Deep-Ykr
3889,3,WP_127059196.1,IV-DeepYkr,,IV-DeepYkr.261,IV-Deep-Ykr
3890,1,MBD3616489.1,IV-DeepYkr,,IV-DeepYkr.145,IV-Deep-Ykr
3891,1,WP_007427956.1,IV-DeepYkr,,IV-DeepYkr.457,IV-Deep-Ykr
3892,2,VDD88905.1,III,,III.152,III
3893,2,WP_036561036.1,I-CD,,I-CD.59,I-CD2
3894,1,WP_064697605.1,I-CD,,I-CD.5,I-CD2
3895,1,WP_113889204.1,I-CD,,I-CD.56,I-CD2
3896,1,VDD89028.1,III,,III.219,III
3897,2,RifSed_csp2_10ft_3_scaffold_42266_12|RifSed_csp2_10ft_3_metabat_bin_295|RifSed_csp2_10ft_3,I-Banda,,I-Banda.14,I-Banda
3898,1,HGN93567.1,Unknown,,Unknown.406,III
3899,1,RLF70108.1,Unknown,,Unknown.435,III
3900,1,VDD88794.1,III,,III.2,III
3901,1,CAA9481800.1,IV-Non-photo,,IV-Non-photo.363,IV-NonPhoto
3902,1,WP_004572703.1,Unknown,,Unknown.254,III
3903,1,WP_162539729.1,IV-Non-photo,,IV-Non-photo.64,IV-NonPhoto
3904,1,VDD89257.1,III,,III.113,III
3905,1,RLF89627.1,Unknown,,Unknown.100,III
3906,1,WP_019997964.1,IV-Non-photo,,IV-Non-photo.444,IV-NonPhoto
3907,1,PKP93353.1,IV-Non-photo,,IV-Non-photo.176,IV-NonPhoto
3908,1,MBE7500278.1,IV-Non-photo,,IV-Non-photo.303,IV-NonPhoto
3909,1,WP_093968838.1,IV-Non-photo,,IV-Non-photo.66,IV-NonPhoto
3910,1,WP_149329053.1,IV-Non-photo,,IV-Non-photo.385,IV-NonPhoto
3911,1,VDD88984.1,III,,III.231,III
3912,1,WP_061166351.1,IV-Non-photo,,IV-Non-photo.123,IV-NonPhoto
3913,1,WP_072995318.1,IV-Non-photo,,IV-Non-photo.690,IV-NonPhoto
3914,1,OQX71398.1,Unknown,,Unknown.413,Unknown
3915,1,WP_090404051.1,IV-Ykr-2,,IV-Ykr-2.157,Unknown
3916,1,NCW45804.1,IV-Photo,,IV-Photo.101,IV-Photo
3917,1,KON32451.1,Unknown,,Unknown.111,III
3918,1,NLB76393.1,Unknown,,Unknown.94,III
3919,2,WP_072336715.1,IV-NG1,,IV-NG1.17,IV-NG1
3920,1,TARA_037.SAMEA2619974.600.0.1-0.22_13989_2,IV-GOS_Global,,IV-GOS_Global.93,IV-GOS
3921,1,WP_043748008.1,IV-DeepYkr,,IV-DeepYkr.152,IV-Deep-Ykr
3922,1,WP_184431004.1,IV-DeepYkr,,IV-DeepYkr.218,IV-Deep-Ykr
3923,1,WP_008030177.1,IV-DeepYkr,,IV-DeepYkr.385,IV-Deep-Ykr
3924,1,WP_096410116.1,IV-DeepYkr,,IV-DeepYkr.153,IV-Deep-Ykr
3925,1,TIM35316.1,IV-Non-photo,,IV-Non-photo.818,IV-NonPhoto
3926,1,WP_182397761.1,I-CD,,I-CD.99,I-CD2
3927,1,WP_115849853.1,I-E,,I-E.8,I-CD2
3928,1,ATZ81744.1,Unknown,,Unknown.631,I-CD1
