cluster,size,seed,type,type_info,tree_name
3568,1,MSO43619.1,IV-DeepYkr,,IV-DeepYkr.318
3569,18,AFI43822.1,I-Eukaryotes,,I-Eukaryotes.38
3570,1,TAN55019.1,IV-DeepYkr,,IV-DeepYkr.311
3571,1,ADG67207.1,IV-DeepYkr,,IV-DeepYkr.140
3572,1,WP_129634738.1,I-CD,,I-CD.20
3573,1,MYM54471.1,I-A,,I-A.45
3574,2,RifSed_csp9,I-Banda,,I-Banda.26
3575,1,WP_028708174.1,Unknown,,Unknown.806
3576,19,AOW71197.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 16, Unknown: 3",I-Eukaryotes/Unknown.20
3577,2,MBD6956291.1,IV-Ykr-2,,IV-Ykr-2.106
3578,6,ACD43609.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 5, Unknown: 1",I-Eukaryotes/Unknown.88
3579,1,WP_099212182.1,Unknown,,Unknown.368
3580,1,WP_089728739.1,IV-NG1,,IV-NG1.27
3581,1,NVM02905.1,IV-Ykr-2,,IV-Ykr-2.86
3582,1,WP_015049613.1,IV-Ykr-2,,IV-Ykr-2.33
3583,1,HAE62119.1,IV-Ykr-2,,IV-Ykr-2.54
3584,1,OLS23198.1,Unknown,,Unknown.127
3585,2,HDH09363.1,IV-Ykr-2,,IV-Ykr-2.19
3586,1,HGD21398.1,Unknown,,Unknown.652
3587,2,TARA_037.SAMEA2619974.600.0.1-0.22_5186_4,Unknown,,Unknown.1073
3588,1,WP_120676836.1,IV-NG2,,IV-NG2.18
3589,1,WP_013866882.1,Unknown,,Unknown.375
3590,1,WP_180154259.1,IV-Non-photo,,IV-Non-photo.153
3591,1,WP_132672229.1,IV-NG3,,IV-NG3.16
3592,1,WP_163501922.1,IV-Non-photo,,IV-Non-photo.105
3593,2,AAS13416.1,Unknown,,Unknown.692
3594,1,WP_060737617.1,IV-Non-photo,,IV-Non-photo.146
3595,1,WP_100346025.1,IV-NG2,,IV-NG2.19
3596,1,WP_049620396.1,IV-Ykr-2,,IV-Ykr-2.209
3597,1,WP_014461076.1,IV-Ykr,,IV-Ykr.7
3598,1,VDD88963.1,III,,III.16
3599,1,PIR20953.1,IV-Photo,,IV-Photo.107
3600,1,NMD08470.1,IV-Non-photo,,IV-Non-photo.763
3601,1,VDS11200.1,III,,III.141
3602,1,WP_192533091.1,IV-DeepYkr,,IV-DeepYkr.303
3603,1,WP_026607318.1,IV-DeepYkr,,IV-DeepYkr.245
3604,2,CDF56921.1,I-A,,I-A.100
3605,2,AAA84064.1,I-Eukaryotes,,I-Eukaryotes.56
3606,1,MBC8434936.1,Unknown,,Unknown.644
3607,2,VDS11203.1,II-III,,II-III.6
3608,1,WP_029007892.1,I-A,,I-A.25
3609,2,PCH62093.1,I-A,,I-A.56
3610,1,WP_092996737.1,Unknown,,Unknown.886
3611,1,BAC77210.1,Unknown,,Unknown.637
3612,2,GS2017_S,I-Banda,,I-Banda.20
3613,1,HIH14436.1,Unknown,,Unknown.274
3614,1,VDD89261.1,Unknown,,Unknown.472
3615,1,WP_067756147.1,IV-Non-photo,,IV-Non-photo.606
3616,2,ACH90376.1,I-Eukaryotes,,I-Eukaryotes.43
3617,2,HGV68769.1,Unknown,,Unknown.262
3618,1,EMS72223.1,IV-Ykr-2,,IV-Ykr-2.162
3619,1,VVB54808.1,Unknown,,Unknown.336
3620,1,WP_172361247.1,Unknown,,Unknown.245
3621,1,WP_169258778.1,IV-Non-photo,,IV-Non-photo.172
3622,1,VDD88761.1,III,,III.71
3623,1,ACF48414.1,Unknown,,Unknown.636
3624,1,BBK43450.1,IV-Non-photo,,IV-Non-photo.761
3625,1,NMM43692.1,IV-Non-photo,,IV-Non-photo.379
3626,1,WP_111090721.1,IV-NG2,,IV-NG2.37
3627,1,VDD89101.1,III,,III.91
3628,1,WP_118185182.1,IV-Non-photo,,IV-Non-photo.166
3629,1,VDD88860.1,III,,III.50
3630,1,WP_109940899.1,Unknown,,Unknown.517
3631,1,PHU30799.1,Unknown,,Unknown.757
3632,1,WP_013458805.1,IV-DeepYkr,,IV-DeepYkr.172
3633,1,WP_108485138.1,IV-DeepYkr,,IV-DeepYkr.417
3634,1,WP_133358751.1,IV-DeepYkr,,IV-DeepYkr.455
3635,1,ABL61383.1,Unknown,,Unknown.697
3636,3,AAL56951.1,I-Eukaryotes,,I-Eukaryotes.22
3637,1,VDD88888.1,III,,III.150
3638,1,VDD88878.1,III,,III.197
3639,2,ACX49086.2,I-A,,I-A.101
3640,1,PHT34507.1,I-Eukaryotes,,I-Eukaryotes.96
3641,1,VVB79217.1,Unknown,,Unknown.595
3642,2,ABA56859_Nitrosococcus_oceani_ATCC_19707_ID,I-CD,,I-CD.183
3643,2,ACD43508.1,I-Eukaryotes/Unknown,"Unknown: 1, I-Eukaryotes: 1",I-Eukaryotes/Unknown.170
3644,1,WP_100237092.1,I-CD,,I-CD.13
3645,1,VDD88671.1,III,,III.94
3646,2,OGA74752.1,I-CD,,I-CD.159
3647,2,QKK10607.1,I-A,,I-A.19
3648,135,AAL26177.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 110, Unknown: 25",I-Eukaryotes/Unknown.31
3649,1,HED15099.1,Unknown,,Unknown.836
3650,1,NLD25125.1,Unknown,,Unknown.650
3651,1,NLN47978.1,IV-Ykr-2,,IV-Ykr-2.172
3652,1,HHT71879.1,IV-Ykr-2,,IV-Ykr-2.30
3653,1,HHY14998.1,IV-Ykr-2,,IV-Ykr-2.56
3654,1,NTW72243.1,IV-Ykr-2,,IV-Ykr-2.60
3655,1,NEX15463.1,IV-Photo,,IV-Photo.47
3656,1,WP_054211708.1,IV-Non-photo,,IV-Non-photo.766
3657,1,NQD91538.1,IV-Non-photo,,IV-Non-photo.143
3658,1,WP_073051662.1,IV-Non-photo,,IV-Non-photo.224
3659,1,HCA85972.1,IV-NG3,,IV-NG3.11
3660,1,WP_041059238.1,IV-NG1,,IV-NG1.3
3661,1,TARA_125.SAMEA2622842.140.0.22-0.45_398106_4,IV-GOS_Global,,IV-GOS_Global.14
3662,1,WP_009566104.1,IV-Non-photo,,IV-Non-photo.710
3663,1,QPC42817.1,IV-Non-photo,,IV-Non-photo.92
3664,1,HGG68638.1,Unknown,,Unknown.431
3665,1,WP_046444616.1,IV-Ykr-2,,IV-Ykr-2.168
3666,1,MQY83333.1,Unknown,,Unknown.105
3667,1,VDD89223.1,III,,III.12
3668,1,RLI97578.1,Unknown,,Unknown.440
3669,1,NYT06177.1,Unknown,,Unknown.535
3670,1,TARA_132.SAMEA2623059.5.0.22-3_2108997_9,IV-GOS_Global,,IV-GOS_Global.87
3671,1,WP_111347856.1,IV-Non-photo,,IV-Non-photo.677
3672,1,WP_058553465.1,IV-DeepYkr,,IV-DeepYkr.81
3673,1,HAP40841.1,IV-DeepYkr,,IV-DeepYkr.364
3674,1,WP_115310975.1,IV-DeepYkr,,IV-DeepYkr.271
3675,1,NJO17902.1,IV-DeepYkr,,IV-DeepYkr.180
3676,1,WP_051084211.1,I-CD,,I-CD.85
3677,1,MBA2691377.1,I-Unclassified,,I-Unclassified.18
3678,1,RQD81613.1,Unknown,,Unknown.658
3679,1,WP_132545138.1,Unknown,,Unknown.792
3680,1,RBG_13_OP11_45_10_RBG_13_scaffold_565_32,Unknown,,Unknown.24
3681,1,MBA3903496.1,Unknown,,Unknown.910
3682,1,WP_008614340.1,Unknown,,Unknown.783
3683,4,Montesol18_Sp65_scaffold_212419_1|Montesol18_Sp65_UNK|Montesol18_Sp65_QB3_190301,I-Banda,,I-Banda.10
3684,1,WP_012965998.1,Unknown,,Unknown.365
3685,21,AAC35084.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 20, Unknown: 1",I-Eukaryotes/Unknown.55
3686,1,HGM80185.1,Unknown,,Unknown.402
3687,1,WP_117603172.1,IV-Ykr-2,,IV-Ykr-2.34
3688,4,RBG_19FT_COMBO_CP_54_7_rbg_19ft_combo_scaffold_12648_10,IV-Ykr-2,,IV-Ykr-2.4
3689,1,TLU87840.1,IV-Photo,,IV-Photo.35
3690,1,HGC57086.1,Unknown,,Unknown.36
3691,1,WP_059228122.1,IV-Non-photo,,IV-Non-photo.23
3692,3,TARA_037.SAMEA2619974.600.0.1-0.22_28251_2,Unknown,,Unknown.1055
3693,1,RLG12276.1,Unknown,,Unknown.309
3694,1,WP_188518022.1,IV-Non-photo,,IV-Non-photo.302
3695,1,WP_185662450.1,IV-Non-photo,,IV-Non-photo.211
3696,1,RBG_16_Chloroflexi_54_18_RBG_16_scaffold_1503_37,IV-Ykr-2,,IV-Ykr-2.11
3697,1,WP_062226830.1,IV-Non-photo,,IV-Non-photo.683
3698,1,OYV73026.1,I-A,,I-A.48
3699,1,AEJ40699.1,IV-Ykr,,IV-Ykr.22
3700,1,WP_018629951.1,IV-Non-photo,,IV-Non-photo.207
3701,1,HDQ08127.1,Unknown,,Unknown.553
3702,1,KAF3622088.1,I-Eukaryotes,,I-Eukaryotes.114
3703,1,NLD40919.1,IV-DeepYkr,,IV-DeepYkr.308
3704,1,AAG00347.1,Unknown,,Unknown.686
3705,1,HHM20883.1,I-CD,,I-CD.11
3706,1,WP_116707191.1,I-E,,I-E.15
3707,1,WP_012784207.1,I-A,,I-A.55
3708,2,WP_014028655.1,Unknown,,Unknown.951
3709,1,WP_045226995.1,Unknown,,Unknown.845
3710,1,MBF0278706.1,Unknown,,Unknown.962
3711,3,AFJ96697.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 2, Unknown: 1",I-Eukaryotes/Unknown.113
3712,1,VDD88754.1,III,,III.32
3713,1,WP_094083188.1,IV-Photo,,IV-Photo.21
3714,1,NOX71968.1,Unknown,,Unknown.261
3715,1,VDD88880.1,III,,III.95
3716,1,MBC7392480.1,IV-Non-photo,,IV-Non-photo.425
3717,1,VDD88980.1,III,,III.120
3718,1,WP_161137375.1,IV-Non-photo,,IV-Non-photo.376
3719,1,WP_027320869.1,IV-NG1,,IV-NG1.18
3720,1,MBE1591852.1,IV-NG2,,IV-NG2.61
3721,1,WP_143985991.1,IV-NG2,,IV-NG2.47
3722,1,TRZ55119.1,Unknown,,Unknown.193
3723,1,VDD88961.1,III,,III.19
3724,1,AAM76992.1,Unknown,,Unknown.716
3725,1,NOQ38348.1,Unknown,,Unknown.161
3726,3,TARA_138.SAMEA2623370.60.0.22-3_1331296_18,IV-GOS_Global,,IV-GOS_Global.61
3727,1,AFY57639.1,IV-Ykr,,IV-Ykr.11
3728,3,TARA_046.SAMEA2620384.5.0-0.22_446_39,IV-GOS_Global,,IV-GOS_Global.19
3729,1,MBA3947676.1,IV-DeepYkr,,IV-DeepYkr.33
3730,1,PWH13205.1,IV-DeepYkr,,IV-DeepYkr.13
3731,1,TARA_141.SAMEA2623446.5.0.22-3_596447_8,IV-GOS_Global,,IV-GOS_Global.99
3732,1,WP_069042350.1,IV-DeepYkr,,IV-DeepYkr.211
3733,1,WP_163139343.1,IV-DeepYkr,,IV-DeepYkr.391
3734,1,HGV62305.1,IV-Non-photo,,IV-Non-photo.760
3735,1,RBG_13_Archaea_46_16b_RBG_13_scaffold_4070_13,Unknown,,Unknown.16
3736,1,VDD88971.1,III,,III.220
3737,1,KJR41047.1,IV-DeepYkr,,IV-DeepYkr.69
3738,1,YP_009773639.1,I-Eukaryotes,,I-Eukaryotes.16
3739,1,WP_020114883.1,I-E,,I-E.3
3740,2,QOH25810.1,I-Eukaryotes,,I-Eukaryotes.32
3741,1,NPA38258.1,Unknown,,Unknown.551
3742,1,VDD88659.1,III,,III.209
3743,1,PKN69283.1,IV-Ykr-2,,IV-Ykr-2.124
3744,1,HHV58278.1,IV-Ykr-2,,IV-Ykr-2.114
3745,1,NLU48656.1,IV-Ykr-2,,IV-Ykr-2.66
3746,1,RZL51963.1,IV-Non-photo,,IV-Non-photo.525
3747,1,VDD89114.1,III,,III.79
3748,1,WP_007039469.1,IV-Photo,,IV-Photo.65
3749,1,WP_012500248.1,IV-Photo,,IV-Photo.38
3750,1,WP_026848175.1,IV-Photo,,IV-Photo.50
3751,1,OPY22161.1,Unknown,,Unknown.498
3752,1,NDJ11484.1,IV-Non-photo,,IV-Non-photo.54
3753,1,WP_088151567.1,IV-Non-photo,,IV-Non-photo.256
3754,1,WP_165130165.1,IV-NG2,,IV-NG2.24
3755,1,WP_133867424.1,IV-Non-photo,,IV-Non-photo.268
3756,1,WP_027135992.1,IV-Non-photo,,IV-Non-photo.705
3757,1,ASI10395.1,Unknown,,Unknown.736
3758,1,WP_119076514.1,IV-NG2,,IV-NG2.14
3759,1,WP_068752280.1,IV-NG2,,IV-NG2.10
3760,1,WP_012749526.1,IV-Ykr,,IV-Ykr.3
3761,1,EUA23113.1,I-E,,I-E.54
3762,2,HGA37885.1,Unknown,,Unknown.140
3763,1,HDR73632.1,Unknown,,Unknown.546
3764,1,VDD88990.1,III,,III.138
3765,1,NOY55689.1,IV-DeepYkr,,IV-DeepYkr.429
3766,1,TVQ66825.1,IV-DeepYkr,,IV-DeepYkr.166
3767,1,VDD89036.1,III,,III.145
3768,1,TARA_102.SAMEA2622219.40.0.22-3_3357975_2,IV-GOS_Global,,IV-GOS_Global.116
3769,1,RLF31686.1,Unknown,,Unknown.614
3770,1,NCN86423.1,Unknown,,Unknown.670
3771,2,WP_121428770.1,I-CD,,I-CD.6
3772,1,NCO86218.1,Unknown,,Unknown.856
3773,1,AAL26157.1,Unknown,,Unknown.573
3774,2,AGF69883.1,I-Eukaryotes,,I-Eukaryotes.63
3775,1,HFQ78370.1,Unknown,,Unknown.378
3776,1,AAQ55165.1,Unknown,,Unknown.673
3777,1,WP_081709928.1,IV-NG2,,IV-NG2.49
3778,1,OTF84280.1,I-Eukaryotes,,I-Eukaryotes.87
3779,2,NLW44259.1,IV-Ykr-2,,IV-Ykr-2.43
3780,2,MSS74178.1,III/Unknown,"Unknown: 1, III: 1",III/Unknown.7
3781,1,VVB74081.1,Unknown,,Unknown.442
3782,2,TARA_037.SAMEA2619974.600.0.1-0.22_2908_29,Unknown,,Unknown.1056
3783,1,RIFCSPLOWO2_02_FULL_Gammaproteobacteria_61_13_rifcsplowo2_02_scaffold_27007_16,IV-Photo,,IV-Photo.6
3784,1,ABN46962.1,I-Eukaryotes,,I-Eukaryotes.23
3785,1,WP_108398893.1,IV-Non-photo,,IV-Non-photo.795
3786,1,WP_107828764.1,IV-Non-photo,,IV-Non-photo.291
3787,1,NOK78988.1,IV-Non-photo,,IV-Non-photo.10
3788,1,VDD88910.1,III,,III.157
3789,1,NMC76503.1,Unknown,,Unknown.663
3790,1,PYP20034.1,IV-DeepYkr,,IV-DeepYkr.310
3791,1,TVQ03382.1,IV-DeepYkr,,IV-DeepYkr.173
3792,1,MBC8048713.1,IV-DeepYkr,,IV-DeepYkr.383
3793,1,WP_158932324.1,IV-DeepYkr,,IV-DeepYkr.260
3794,1,ALV83850.1,Unknown,,Unknown.689
3795,1,ONM23708.1,I-Eukaryotes,,I-Eukaryotes.106
3796,1,WP_096696593.1,I-CD,,I-CD.133
3797,1,NOQ55948.1,Unknown,,Unknown.665
3798,1,ASD47211.1,Unknown,,Unknown.726
3799,1,WP_011813845.1,I-A,,I-A.14
3800,1,TMJ97391.1,I-Unclassified,,I-Unclassified.16
3801,1,RME08239.1,I-New,,I-New.9
3802,1,KAF7800411.1,I-Eukaryotes,,I-Eukaryotes.82
3803,1,HGU93835.1,Unknown,,Unknown.445
3804,1,KAB2843510.1,Unknown,,Unknown.893
3805,2,cg1_0.2_scaffold_79725_c_5,Unknown,,Unknown.5
3806,1,TVQ67532.1,IV-DeepYkr,,IV-DeepYkr.400
3807,2,HGM84239.1,IV-Ykr-2,,IV-Ykr-2.59
3808,1,VDS11111.1,III,,III.106
3809,1,WP_139664886.1,IV-Non-photo,,IV-Non-photo.86
3810,1,WP_015669814.1,IV-Non-photo,,IV-Non-photo.466
3811,1,KPV64794.1,Unknown,,Unknown.510
3812,1,WP_102654017.1,IV-Non-photo,,IV-Non-photo.570
3813,1,WP_032364642.1,IV-NG3,,IV-NG3.4
3814,1,TARA_133.SAMEA2623135.45.0.22-3_1505301_4,IV-Non-photo,,IV-Non-photo.827
3815,1,EMS54729.1,I-Eukaryotes,,I-Eukaryotes.72
3816,1,WP_057470997.1,IV-Non-photo,,IV-Non-photo.427
3817,1,VDD88946.1,III,,III.67
3818,2,RBG_16_Archaea_36_9_RBG_16_scaffold_36_87,Unknown,,Unknown.15
3819,2,OIO15311.1,III/Unknown,"Unknown: 1, III: 1",III/Unknown.18
3820,1,RZK38972.1,IV-Non-photo,,IV-Non-photo.482
3821,1,PKA97742.1,IV-Non-photo,,IV-Non-photo.587
3822,1,WP_065999547.1,IV-Non-photo,,IV-Non-photo.327
3823,1,MBC9784127.1,IV-DeepYkr,,IV-DeepYkr.12
3824,1,TKJ46142.1,IV-Ykr-2,,IV-Ykr-2.121
3825,1,WP_004077508.1,Unknown,,Unknown.524
3826,1,HIH36942.1,Unknown,,Unknown.477
3827,1,NMC80470.1,IV-Ykr-2,,IV-Ykr-2.167
3828,1,VDD89217.1,III,,III.228
3829,1,NLF50140.1,IV-DeepYkr,,IV-DeepYkr.28
3830,1,NNN04734.1,IV-DeepYkr,,IV-DeepYkr.269
3831,1,GBD01706.1,IV-DeepYkr,,IV-DeepYkr.156
3832,1,NUN50362.1,IV-Photo,,IV-Photo.117
3833,1,WP_104510482.1,IV-DeepYkr,,IV-DeepYkr.353
3834,1,WP_141990967.1,IV-DeepYkr,,IV-DeepYkr.371
3835,1,GEU59267.1,Unknown,,Unknown.1011
3836,2,WP_106820155.1,IV-DeepYkr,,IV-DeepYkr.97
3837,2,VDD89108.1,III,,III.179
3838,5,YP_009184776.1,I-Eukaryotes,,I-Eukaryotes.7
3839,1,AAL35667.1,Unknown,,Unknown.642
3840,1,AAQ24825.1,Unknown,,Unknown.999
3841,2,VDS11178.1,II-III,,II-III.9
3842,4,RIFCSPLOWO2_02_FULL_CP_40_36_rifcsplowo2_02_scaffold_119_44,IV-Photo,,IV-Photo.5
3843,1,VDD88705.1,IV-Photo,,IV-Photo.100
3844,1,MSU90322.1,IV-Non-photo,,IV-Non-photo.201
3845,1,WP_140754871.1,IV-Non-photo,,IV-Non-photo.467
3846,1,GEV01554.1,Unknown,,Unknown.1010
3847,1,PHT78021.1,I-Eukaryotes,,I-Eukaryotes.24
3848,1,TARA_009.SAMEA2619531.5.0.22-1.6_888824_3,IV-GOS_Global,,IV-GOS_Global.12
3849,1,WP_086889143.1,Unknown,,Unknown.153
3850,1,WP_070365036.1,Unknown,,Unknown.230
3851,1,TARA_076.SAMEA2621203.5.0.22-0.45_2184309_5,IV-GOS_Global,,IV-GOS_Global.69
3852,1,WP_185796031.1,IV-Non-photo,,IV-Non-photo.513
3853,1,SEP26566.1,Unknown,,Unknown.977
3854,1,HGB32782.1,Unknown,,Unknown.120
3855,1,HEU31633.1,Unknown,,Unknown.715
3856,1,NQX79830.1,IV-DeepYkr,,IV-DeepYkr.378
3857,1,WP_102866765.1,IV-DeepYkr,,IV-DeepYkr.94
3858,1,WP_121440645.1,IV-DeepYkr,,IV-DeepYkr.323
3859,1,HGP04801.1,Unknown,,Unknown.770
3860,1,PIN88808.1,Unknown,,Unknown.618
3861,1,VDD88716.1,III,,III.223
3862,1,MBC5804615.1,I-Unclassified,,I-Unclassified.15
3863,1,KAE8720947.1,I-Eukaryotes,,I-Eukaryotes.109
3864,1,MBD3351158.1,IV-Ykr-2,,IV-Ykr-2.99
3865,1,HIF54708.1,Unknown,,Unknown.766
3866,1,WP_114296562.1,Unknown,,Unknown.997
3867,2,GD2017_1,I-Banda,,I-Banda.23
3868,1,HID19299.1,Unknown,,Unknown.326
3869,7,AAG44272.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 5, Unknown: 2",I-Eukaryotes/Unknown.66
3870,1,WP_086508862.1,IV-Non-photo,,IV-Non-photo.308
3871,1,WP_110022330.1,IV-Photo,,IV-Photo.78
3872,1,WP_102772051.1,IV-Non-photo,,IV-Non-photo.470
3873,1,WP_172216681.1,IV-Non-photo,,IV-Non-photo.182
3874,1,WP_105740858.1,IV-Non-photo,,IV-Non-photo.118
3875,1,WP_116660366.1,IV-Non-photo,,IV-Non-photo.451
3876,1,QHQ36049.1,IV-Non-photo,,IV-Non-photo.613
3877,1,WP_093385353.1,IV-Non-photo,,IV-Non-photo.89
3878,1,WP_046863004.1,IV-Non-photo,,IV-Non-photo.361
3879,1,NMB48515.1,Unknown,,Unknown.384
3880,1,WP_134679589.1,IV-Non-photo,,IV-Non-photo.390
3881,1,PSP45594.1,Unknown,,Unknown.196
3882,1,QIE56686.1,IV-Non-photo,,IV-Non-photo.782
3883,1,WP_136684208.1,IV-Non-photo,,IV-Non-photo.565
3884,1,HGI02803.1,Unknown,,Unknown.70
3885,1,HBR50750.1,IV-DeepYkr,,IV-DeepYkr.284
3886,1,WP_106572864.1,IV-DeepYkr,,IV-DeepYkr.304
3887,2,TARA_152.SAMEA2623886.5.0.22-3_2580620_19,IV-GOS_Global,,IV-GOS_Global.117
3888,1,WP_052026957.1,IV-DeepYkr,,IV-DeepYkr.223
3889,3,WP_127059196.1,IV-DeepYkr,,IV-DeepYkr.261
3890,1,MBD3616489.1,IV-DeepYkr,,IV-DeepYkr.145
3891,1,WP_007427956.1,IV-DeepYkr,,IV-DeepYkr.457
3892,2,VDD88905.1,III,,III.152
3893,2,WP_036561036.1,I-CD,,I-CD.59
3894,1,WP_064697605.1,I-CD,,I-CD.5
3895,1,WP_113889204.1,I-CD,,I-CD.56
3896,1,VDD89028.1,III,,III.219
3897,2,RifSed_csp2_10ft_3_scaffold_42266_12|RifSed_csp2_10ft_3_metabat_bin_295|RifSed_csp2_10ft_3,I-Banda,,I-Banda.14
3898,1,HGN93567.1,Unknown,,Unknown.406
3899,1,RLF70108.1,Unknown,,Unknown.435
3900,1,VDD88794.1,III,,III.2
3901,1,CAA9481800.1,IV-Non-photo,,IV-Non-photo.363
3902,1,WP_004572703.1,Unknown,,Unknown.254
3903,1,WP_162539729.1,IV-Non-photo,,IV-Non-photo.64
3904,1,VDD89257.1,III,,III.113
3905,1,RLF89627.1,Unknown,,Unknown.100
3906,1,WP_019997964.1,IV-Non-photo,,IV-Non-photo.444
3907,1,PKP93353.1,IV-Non-photo,,IV-Non-photo.176
3908,1,MBE7500278.1,IV-Non-photo,,IV-Non-photo.303
3909,1,WP_093968838.1,IV-Non-photo,,IV-Non-photo.66
3910,1,WP_149329053.1,IV-Non-photo,,IV-Non-photo.385
3911,1,VDD88984.1,III,,III.231
3912,1,WP_061166351.1,IV-Non-photo,,IV-Non-photo.123
3913,1,WP_072995318.1,IV-Non-photo,,IV-Non-photo.690
3914,1,OQX71398.1,Unknown,,Unknown.413
3915,1,WP_090404051.1,IV-Ykr-2,,IV-Ykr-2.157
3916,1,NCW45804.1,IV-Photo,,IV-Photo.101
3917,1,KON32451.1,Unknown,,Unknown.111
3918,1,NLB76393.1,Unknown,,Unknown.94
3919,2,WP_072336715.1,IV-NG1,,IV-NG1.17
3920,1,TARA_037.SAMEA2619974.600.0.1-0.22_13989_2,IV-GOS_Global,,IV-GOS_Global.93
3921,1,WP_043748008.1,IV-DeepYkr,,IV-DeepYkr.152
3922,1,WP_184431004.1,IV-DeepYkr,,IV-DeepYkr.218
3923,1,WP_008030177.1,IV-DeepYkr,,IV-DeepYkr.385
3924,1,WP_096410116.1,IV-DeepYkr,,IV-DeepYkr.153
3925,1,TIM35316.1,IV-Non-photo,,IV-Non-photo.818
3926,1,WP_182397761.1,I-CD,,I-CD.99
3927,1,WP_115849853.1,I-E,,I-E.8
3928,1,ATZ81744.1,Unknown,,Unknown.631
3929,1,QHQ71999.1,Unknown,,Unknown.635
3930,2,cg1_0.2_scaffold_945_c_30,Unknown,,Unknown.9
3931,1,NLB11788.1,Unknown,,Unknown.640
3932,1,HBG98891.1,Unknown,,Unknown.879
3933,1,WP_076400097.1,Unknown,,Unknown.778
3934,1,AAK59873.1,Unknown,,Unknown.592
3935,1,AAK00893.1,Unknown,,Unknown.739
3936,1,WP_014778407.1,IV-Photo,,IV-Photo.91
3937,1,WP_010480159.1,Unknown,,Unknown.420
3938,2,MBE6831264.1,IV-Ykr-2,,IV-Ykr-2.93
3939,1,PHU00562.1,Unknown,,Unknown.708
3940,1,SEG73898.1,IV-Non-photo,,IV-Non-photo.625
3941,1,VDD89138.1,III,,III.14
3942,1,WP_009149443.1,IV-Photo,,IV-Photo.83
3943,1,AAF97678.1,I-Eukaryotes,,I-Eukaryotes.66
3944,1,WP_169282759.1,IV-NG1,,IV-NG1.10
3945,1,NWN81670.1,IV-Non-photo,,IV-Non-photo.437
3946,1,WP_119900335.1,IV-Non-photo,,IV-Non-photo.360
3947,1,WP_092550753.1,IV-NG2,,IV-NG2.31
3948,1,WP_171655048.1,IV-NG1,,IV-NG1.51
3949,1,WP_008512453.1,IV-Non-photo,,IV-Non-photo.356
3950,1,WP_042706367.1,Unknown,,Unknown.559
3951,1,WP_158048276.1,IV-Non-photo,,IV-Non-photo.524
3952,1,TARA_109.SAMEA2622357.30.0-0.22_38_26,IV-GOS_Global,,IV-GOS_Global.91
3953,1,TARA_111.SAMEA2622452.5.0.22-3_2647016_11,IV-DeepYkr,,IV-DeepYkr.485
3954,1,VDD88678.1,III,,III.46
3955,1,VDD88775.1,III,,III.149
3956,1,PYP48220.1,IV-DeepYkr,,IV-DeepYkr.225
3957,1,ACV53826.1,Unknown,,Unknown.699
3958,1,WP_175110565.1,I-CD,,I-CD.142
3959,1,WP_184147577.1,I-CD,,I-CD.67
3960,1,WP_108665016.1,I-CD,,I-CD.63
3961,9,ASD44310.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 7, Unknown: 2",I-Eukaryotes/Unknown.129
3962,1,MST32881.1,I-E,,I-E.7
3963,1,WP_180281710.1,I-A,,I-A.4
3964,1,PIV73145.1,Unknown,,Unknown.896
3965,1,WP_069331322.1,Unknown,,Unknown.776
3966,1,WP_050740110.1,IV-Ykr-2,,IV-Ykr-2.135
3967,1,HCB91376.1,IV-Ykr-2,,IV-Ykr-2.144
3968,1,WP_090309406.1,IV-Ykr-2,,IV-Ykr-2.165
3969,2,WP_011362654.1,IV-Photo,,IV-Photo.31
3970,2,MAE49717.1,Unknown,,Unknown.35
3971,1,MBD3210735.1,Unknown,,Unknown.122
3972,1,WP_012106650.1,Unknown,,Unknown.116
3973,1,NOX52396.1,IV-Photo,,IV-Photo.14
3974,1,WP_092994638.1,IV-Non-photo,,IV-Non-photo.754
3975,1,MBD3260124.1,Unknown,,Unknown.227
3976,1,WP_134512914.1,IV-NG3,,IV-NG3.3
3977,1,VDD89078.1,III,,III.121
3978,1,WP_081145340.1,IV-Non-photo,,IV-Non-photo.26
3979,1,TMD03298.1,I-F,,I-F.12
3980,1,ADO15706.1,Unknown,,Unknown.718
3981,1,WP_007776480.1,IV-Ykr,,IV-Ykr.9
3982,1,VDD88725.1,III,,III.90
3983,1,HAM50023.1,IV-DeepYkr,,IV-DeepYkr.79
3984,1,WP_188527518.1,IV-DeepYkr,,IV-DeepYkr.463
3985,1,WP_108641907.1,IV-DeepYkr,,IV-DeepYkr.461
3986,1,WP_044404899.1,IV-DeepYkr,,IV-DeepYkr.354
3987,1,WP_133765417.1,IV-DeepYkr,,IV-DeepYkr.299
3988,1,WP_143957321.1,IV-DeepYkr,,IV-DeepYkr.272
3989,1,MBC7634588.1,IV-DeepYkr,,IV-DeepYkr.294
3990,1,AAC36435.1,Unknown,,Unknown.821
3991,1,VDD89180.1,III,,III.146
3992,1,ASD37287.1,Unknown,,Unknown.811
3993,1,MBA2488109.1,I-CD,,I-CD.181
